Season,DayNum,TeamA,TeamB,ScoreA,ScoreB,Target,SeedA,SeedB,TemDuasSeeds,SeedDif,WinRateA,WinRateB,WinRateDiff,Pred,Modelo,Features,Categoria
2025,139,1161,1268,71,72,-1,12,4,True,8,0.7352941176470589,0.7575757575757576,-0.022281639928698693,-8.75898156191297,Regressão linear,seed_winrate,Masculino
2025,139,1277,1307,71,63,8,2,10,True,-8,0.8181818181818182,0.78125,0.03693181818181823,8.90462015856888,Regressão linear,seed_winrate,Masculino
2025,139,1235,1279,78,91,-13,3,6,True,-3,0.7272727272727273,0.6666666666666666,0.06060606060606066,3.8040439551593495,Regressão linear,seed_winrate,Masculino
2025,143,1104,1140,113,88,25,2,6,True,-4,0.7575757575757576,0.7272727272727273,0.030303030303030276,4.5699838503467225,Regressão linear,seed_winrate,Masculino
2025,143,1112,1181,93,100,-7,4,1,True,3,0.6470588235294118,0.9117647058823529,-0.2647058823529411,-5.8330166477344365,Regressão linear,seed_winrate,Masculino
2025,143,1196,1268,87,71,16,1,4,True,-3,0.8823529411764706,0.7575757575757576,0.124777183600713,4.441974234047586,Regressão linear,seed_winrate,Masculino
2025,143,1116,1403,83,85,-2,10,3,True,7,0.6060606060606061,0.7575757575757576,-0.1515151515151515,-8.976517513344962,Regressão linear,seed_winrate,Masculino
2025,144,1120,1276,78,65,13,1,5,True,-4,0.8484848484848485,0.7352941176470589,0.11319073083778963,5.393977127244029,Regressão linear,seed_winrate,Masculino
2025,144,1222,1345,62,60,2,1,4,True,-3,0.8823529411764706,0.6666666666666666,0.21568627450980393,5.345708795805923,Regressão linear,seed_winrate,Masculino
2025,144,1277,1279,73,70,3,2,6,True,-4,0.8181818181818182,0.6666666666666666,0.1515151515151516,5.774963266024505,Regressão linear,seed_winrate,Masculino
2025,144,1246,1397,65,78,-13,3,2,True,1,0.6666666666666666,0.7941176470588235,-0.12745098039215685,-2.3341851641209574,Regressão linear,seed_winrate,Masculino
2025,145,1104,1181,65,85,-20,2,1,True,1,0.7575757575757576,0.9117647058823529,-0.15418894830659535,-2.599989446991056,Regressão linear,seed_winrate,Masculino
2025,145,1196,1403,84,79,5,1,3,True,-2,0.8823529411764706,0.7575757575757576,0.124777183600713,3.3747894849407665,Regressão linear,seed_winrate,Masculino
2025,146,1120,1277,70,64,6,1,2,True,-1,0.8484848484848485,0.8181818181818182,0.030303030303030276,1.3684296030262644,Regressão linear,seed_winrate,Masculino
2025,146,1222,1397,69,50,19,1,2,True,-1,0.8823529411764706,0.7941176470588235,0.08823529411764708,1.9443388825781458,Regressão linear,seed_winrate,Masculino
2025,152,1120,1196,73,79,-6,1,1,True,0,0.8484848484848485,0.8823529411764706,-0.033868092691622054,-0.33668542496879145,Regressão linear,seed_winrate,Masculino
2025,152,1181,1222,67,70,-3,1,1,True,0,0.9117647058823529,0.8823529411764706,0.02941176470588236,0.29238471115710885,Regressão linear,seed_winrate,Masculino
2025,154,1196,1222,65,63,2,1,1,True,0,0.8823529411764706,0.8823529411764706,0.0,0.0,Regressão linear,seed_winrate,Masculino
2025,135,3235,3343,68,63,5,11,11,True,0,0.6666666666666666,0.75,-0.08333333333333337,-1.8463654298784713,Regressão linear,seed_winrate,Feminino
2025,135,3380,3471,68,56,12,16,16,True,0,0.5625,0.5454545454545454,0.017045454545454586,0.3776656561115062,Regressão linear,seed_winrate,Feminino
2025,136,3162,3449,63,60,3,11,11,True,0,0.7931034482758621,0.59375,0.1993534482758621,4.416951782683411,Regressão linear,seed_winrate,Feminino
2025,136,3219,3456,63,69,-6,16,16,True,0,0.6333333333333333,0.4375,0.1958333333333333,4.338958760214405,Regressão linear,seed_winrate,Feminino
2025,137,3124,3213,73,60,13,4,13,True,-9,0.7941176470588235,0.9375,-0.14338235294117652,13.350323131131217,Regressão linear,seed_winrate,Feminino
2025,137,3181,3250,86,25,61,2,15,True,-13,0.7878787878787878,0.8125,-0.024621212121212155,23.32704416137676,Regressão linear,seed_winrate,Feminino
2025,137,3231,3428,76,68,8,9,8,True,1,0.6129032258064516,0.7333333333333333,-0.12043010752688166,-4.504646710142829,Regressão linear,seed_winrate,Feminino
2025,137,3193,3243,41,85,-44,12,5,True,7,0.8709677419354839,0.7878787878787878,0.08308895405669603,-11.013505173148046,Regressão linear,seed_winrate,Feminino
2025,137,3246,3251,79,78,1,4,13,True,-9,0.7586206896551724,0.8,-0.04137931034482767,15.610341830239053,Regressão linear,seed_winrate,Feminino
2025,137,3257,3304,63,58,5,7,10,True,-3,0.6774193548387096,0.65625,0.02116935483870963,5.978088968642248,Regressão linear,seed_winrate,Feminino
2025,137,3235,3276,74,80,-6,11,6,True,5,0.6666666666666666,0.6875,-0.02083333333333337,-9.643345672932885,Regressão linear,seed_winrate,Feminino
2025,137,3123,3279,65,83,-18,12,5,True,7,0.7878787878787878,0.6666666666666666,0.12121212121212122,-10.16883359818898,Regressão linear,seed_winrate,Feminino
2025,137,3323,3372,106,54,52,3,14,True,-11,0.8387096774193549,0.84375,-0.005040322580645129,20.088184165599117,Regressão linear,seed_winrate,Feminino
2025,137,3286,3326,51,71,-20,13,4,True,9,0.9032258064516129,0.8,0.10322580645161283,-14.240047041790874,Regressão linear,seed_winrate,Feminino
2025,137,3332,3435,77,73,4,10,7,True,3,0.6333333333333333,0.6875,-0.054166666666666696,-6.709190118698967,Regressão linear,seed_winrate,Feminino
2025,137,3210,3350,49,74,-25,9,8,True,1,0.6875,0.8181818181818182,-0.13068181818181823,-4.731787559947529,Regressão linear,seed_winrate,Feminino
2025,137,3376,3399,108,48,60,1,16,True,-15,0.9090909090909091,0.8275862068965517,0.08150470219435735,29.351112520440214,Regressão linear,seed_winrate,Feminino
2025,137,3192,3395,51,73,-22,15,2,True,13,0.9,0.9117647058823529,-0.0117647058823529,-24.133224575010864,Regressão linear,seed_winrate,Feminino
2025,137,3378,3397,66,101,-35,12,5,True,7,0.696969696969697,0.7096774193548387,-0.012707722385141729,-13.136013233301595,Regressão linear,seed_winrate,Feminino
2025,137,3380,3417,46,84,-38,16,1,True,15,0.5625,0.9375,-0.375,-35.85390738084291,Regressão linear,seed_winrate,Feminino
2025,138,3104,3453,81,67,14,5,12,True,-7,0.7419354838709677,0.84375,-0.10181451612903225,10.598614407563185,Regressão linear,seed_winrate,Feminino
2025,138,3117,3163,34,103,-69,15,2,True,13,0.6666666666666666,0.9117647058823529,-0.2450980392156863,-29.30304777867058,Regressão linear,seed_winrate,Feminino
2025,138,3199,3206,94,59,35,6,11,True,-5,0.7419354838709677,0.8387096774193549,-0.09677419354838712,7.037588009797945,Regressão linear,seed_winrate,Feminino
2025,138,3166,3228,57,66,-9,9,8,True,1,0.8125,0.7,0.11250000000000004,0.656242467243283,Regressão linear,seed_winrate,Feminino
2025,138,3234,3293,92,57,35,6,11,True,-5,0.6875,0.78125,-0.09375,7.104593206849986,Regressão linear,seed_winrate,Feminino
2025,138,3261,3361,103,48,55,3,14,True,-11,0.8484848484848485,0.71875,0.1297348484848485,23.07431476553453,Regressão linear,seed_winrate,Feminino
2025,138,3268,3313,82,69,13,4,13,True,-9,0.7666666666666667,0.875,-0.10833333333333328,14.12688270899187,Regressão linear,seed_winrate,Feminino
2025,138,3217,3277,50,64,-14,10,7,True,3,0.8571428571428571,0.7,0.15714285714285714,-2.0273349215071303,Regressão linear,seed_winrate,Feminino
2025,138,3143,3280,46,59,-13,8,9,True,-1,0.7575757575757576,0.65625,0.10132575757575757,4.081363374422157,Regressão linear,seed_winrate,Feminino
2025,138,3301,3436,75,55,20,2,15,True,-13,0.8125,0.65625,0.15625,27.334496401226623,Regressão linear,seed_winrate,Feminino
2025,138,3314,3333,70,49,21,3,14,True,-11,0.7941176470588235,0.5454545454545454,0.24866310160427807,25.709334947881146,Regressão linear,seed_winrate,Feminino
2025,138,3195,3328,58,81,-23,14,3,True,11,0.9032258064516129,0.78125,0.12197580645161288,-17.497316546253522,Regressão linear,seed_winrate,Feminino
2025,138,3329,3355,68,74,-6,7,10,True,-3,0.8064516129032258,0.9,-0.09354838709677427,3.436358493801482,Regressão linear,seed_winrate,Feminino
2025,138,3400,3456,105,61,44,1,16,True,-15,0.9117647058823529,0.4375,0.4742647058823529,38.05325443702168,Regressão linear,seed_winrate,Feminino
2025,138,3422,3425,25,71,-46,16,1,True,15,0.7777777777777778,0.9032258064516129,-0.1254480286738351,-30.324737787067065,Regressão linear,seed_winrate,Feminino
2025,138,3162,3452,59,78,-19,11,6,True,5,0.7931034482758621,0.7741935483870968,0.018909899888765347,-8.762779290218317,Regressão linear,seed_winrate,Feminino
2025,139,3181,3332,59,53,6,2,10,True,-8,0.7878787878787878,0.6333333333333333,0.15454545454545454,18.114975520152207,Regressão linear,seed_winrate,Feminino
2025,139,3243,3246,80,79,1,5,4,True,1,0.7878787878787878,0.7586206896551724,0.02925809822361547,-1.1880971698437857,Regressão linear,seed_winrate,Feminino
2025,139,3124,3279,63,69,-6,4,5,True,-1,0.7941176470588235,0.6666666666666666,0.12745098039215685,4.6602038734950195,Regressão linear,seed_winrate,Feminino
2025,139,3276,3323,55,76,-21,6,3,True,3,0.6875,0.8387096774193549,-0.15120967741935487,-8.859312441880025,Regressão linear,seed_winrate,Feminino
2025,139,3231,3376,53,64,-11,9,1,True,8,0.6129032258064516,0.9090909090909091,-0.29618768328445744,-21.25325529480781,Regressão linear,seed_winrate,Feminino
2025,139,3257,3395,70,85,-15,7,2,True,5,0.6774193548387096,0.9117647058823529,-0.2343453510436433,-14.374000173299876,Regressão linear,seed_winrate,Feminino
2025,139,3326,3397,67,82,-15,4,5,True,-1,0.8,0.7096774193548387,0.0903225806451613,3.837572748380286,Regressão linear,seed_winrate,Feminino
2025,139,3350,3417,67,84,-17,8,1,True,7,0.8181818181818182,0.9375,-0.11931818181818177,-15.498115634429109,Regressão linear,seed_winrate,Feminino
2025,140,3163,3355,91,57,34,2,10,True,-8,0.9117647058823529,0.9,0.0117647058823529,14.951470259547598,Regressão linear,seed_winrate,Feminino
2025,140,3199,3261,71,101,-30,6,3,True,3,0.7419354838709677,0.8484848484848485,-0.10654936461388076,-7.869801350060991,Regressão linear,seed_winrate,Feminino
2025,140,3104,3268,108,111,-3,5,4,True,1,0.7419354838709677,0.7666666666666667,-0.02473118279569897,-2.3843044745404582,Regressão linear,seed_winrate,Feminino
2025,140,3277,3301,49,83,-34,7,2,True,5,0.7,0.8125,-0.11250000000000004,-11.674347645799202,Regressão linear,seed_winrate,Feminino
2025,140,3314,3452,58,47,11,3,6,True,-3,0.7941176470588235,0.7741935483870968,0.01992409867172673,5.950498593385526,Regressão linear,seed_winrate,Feminino
2025,140,3234,3328,62,96,-34,6,3,True,3,0.6875,0.78125,-0.09375,-7.58621369789124,Regressão linear,seed_winrate,Feminino
2025,140,3228,3400,48,65,-17,8,1,True,7,0.7,0.9117647058823529,-0.21176470588235297,-17.546396428163277,Regressão linear,seed_winrate,Feminino
2025,140,3280,3425,59,96,-37,9,1,True,8,0.65625,0.9032258064516129,-0.24697580645161288,-20.162897997324595,Regressão linear,seed_winrate,Feminino
2025,144,3181,3314,47,38,9,2,3,True,-1,0.7878787878787878,0.7941176470588235,-0.0062388591800356386,1.6981202961498805,Regressão linear,seed_winrate,Feminino
2025,144,3261,3301,80,73,7,3,2,True,1,0.8484848484848485,0.8125,0.03598484848484851,-1.039056700190586,Regressão linear,seed_winrate,Feminino
2025,144,3268,3376,67,71,-4,4,1,True,3,0.7666666666666667,0.9090909090909091,-0.14242424242424234,-8.664658960342981,Regressão linear,seed_winrate,Feminino
2025,144,3279,3417,62,76,-14,5,1,True,4,0.6666666666666666,0.9375,-0.27083333333333337,-13.346091099475643,Regressão linear,seed_winrate,Feminino
2025,145,3163,3328,82,59,23,2,3,True,-1,0.9117647058823529,0.78125,0.13051470588235292,4.728084955475845,Regressão linear,seed_winrate,Feminino
2025,145,3323,3395,62,71,-9,3,2,True,1,0.8387096774193549,0.9117647058823529,-0.07305502846299805,-3.4549862114870606,Regressão linear,seed_winrate,Feminino
2025,145,3397,3400,59,67,-8,5,1,True,4,0.7096774193548387,0.9117647058823529,-0.20208728652751418,-11.82292720831878,Regressão linear,seed_winrate,Feminino
2025,145,3243,3425,61,67,-6,5,1,True,4,0.7878787878787878,0.9032258064516129,-0.11534701857282503,-9.901076422759582,Regressão linear,seed_winrate,Feminino
2025,146,3181,3376,50,54,-4,2,1,True,1,0.7878787878787878,0.9090909090909091,-0.12121212121212122,-4.521973306552247,Regressão linear,seed_winrate,Feminino
2025,146,3261,3417,65,72,-7,3,1,True,2,0.8484848484848485,0.9375,-0.08901515151515149,-5.6449557081009445,Regressão linear,seed_winrate,Feminino
2025,147,3163,3425,78,64,14,2,1,True,1,0.9117647058823529,0.9032258064516129,0.008538899430740043,-1.647159718475125,Regressão linear,seed_winrate,Feminino
2025,147,3395,3400,47,58,-11,2,1,True,1,0.9117647058823529,0.9117647058823529,0.0,-1.8363508630926533,Regressão linear,seed_winrate,Feminino
2025,151,3163,3417,85,51,34,2,1,True,1,0.9117647058823529,0.9375,-0.02573529411764708,-2.406551951731593,Regressão linear,seed_winrate,Feminino
2025,151,3376,3400,74,57,17,1,1,True,0,0.9090909090909091,0.9117647058823529,-0.002673796791443861,-0.05924167154690303,Regressão linear,seed_winrate,Feminino
2025,153,3163,3376,82,59,23,2,1,True,1,0.9117647058823529,0.9090909090909091,0.002673796791443861,-1.7771091915457502,Regressão linear,seed_winrate,Feminino
2025,134,1106,1384,70,68,2,16,16,True,0,0.5454545454545454,0.43333333333333335,0.11212121212121207,-0.014425437639658468,Random Forest,seed,Masculino
2025,134,1314,1361,95,68,27,11,11,True,0,0.6285714285714286,0.6896551724137931,-0.06108374384236459,-0.014425437639658468,Random Forest,seed,Masculino
2025,135,1110,1291,72,83,-11,16,16,True,0,0.625,0.6363636363636364,-0.011363636363636354,-0.014425437639658468,Random Forest,seed,Masculino
2025,135,1400,1462,80,86,-6,11,11,True,0,0.5588235294117647,0.65625,-0.09742647058823528,-0.014425437639658468,Random Forest,seed,Masculino
2025,136,1116,1242,79,72,7,10,7,True,3,0.6060606060606061,0.6363636363636364,-0.030303030303030276,-3.940415849761373,Random Forest,seed,Masculino
2025,136,1106,1120,63,83,-20,16,1,True,15,0.5454545454545454,0.8484848484848485,-0.3030303030303031,-22.109688179631277,Random Forest,seed,Masculino
2025,136,1140,1433,80,71,9,6,11,True,-5,0.7272727272727273,0.8181818181818182,-0.09090909090909094,4.400456656705314,Random Forest,seed,Masculino
2025,136,1166,1257,89,75,14,9,8,True,1,0.7058823529411765,0.7941176470588235,-0.08823529411764697,-1.473218039909454,Random Forest,seed,Masculino
2025,136,1179,1281,67,57,10,11,6,True,5,0.9032258064516129,0.6666666666666666,0.23655913978494625,-3.406746482531783,Random Forest,seed,Masculino
2025,136,1208,1211,68,89,-21,9,8,True,1,0.625,0.7575757575757576,-0.13257575757575757,-1.473218039909454,Random Forest,seed,Masculino
2025,136,1188,1222,40,78,-38,16,1,True,15,0.6333333333333333,0.8823529411764706,-0.24901960784313726,-22.109688179631277,Random Forest,seed,Masculino
2025,136,1155,1270,67,69,-2,5,12,True,-7,0.8181818181818182,0.8064516129032258,0.011730205278592476,7.110152297184737,Random Forest,seed,Masculino
2025,136,1276,1471,68,65,3,5,12,True,-7,0.7352941176470589,0.875,-0.13970588235294112,7.110152297184737,Random Forest,seed,Masculino
2025,136,1219,1345,63,75,-12,13,4,True,9,0.84375,0.6666666666666666,0.17708333333333337,-10.19533734057784,Random Forest,seed,Masculino
2025,136,1303,1385,53,83,-30,15,2,True,13,0.625,0.8823529411764706,-0.25735294117647056,-17.241257881841282,Random Forest,seed,Masculino
2025,136,1397,1459,77,62,15,2,15,True,-13,0.7941176470588235,0.53125,0.2628676470588235,15.64198831809976,Random Forest,seed,Masculino
2025,136,1401,1463,80,71,9,4,13,True,-9,0.6875,0.75,-0.0625,6.394013787587931,Random Forest,seed,Masculino
2025,136,1403,1423,82,72,10,3,14,True,-11,0.7575757575757576,0.78125,-0.02367424242424243,11.226120954653863,Random Forest,seed,Masculino
2025,136,1417,1429,72,47,25,7,10,True,-3,0.6875,0.78125,-0.09375,2.7619795546715467,Random Forest,seed,Masculino
2025,136,1285,1458,66,85,-19,14,3,True,11,0.7096774193548387,0.7428571428571429,-0.03317972350230414,-12.459192702776356,Random Forest,seed,Masculino
2025,137,1104,1352,90,81,9,2,15,True,-13,0.7575757575757576,0.7575757575757576,0.0,15.64198831809976,Random Forest,seed,Masculino
2025,137,1103,1112,65,93,-28,13,4,True,9,0.8125,0.6470588235294118,0.1654411764705882,-10.19533734057784,Random Forest,seed,Masculino
2025,137,1124,1280,75,72,3,9,8,True,1,0.5625,0.6363636363636364,-0.07386363636363635,-1.473218039909454,Random Forest,seed,Masculino
2025,137,1161,1272,78,70,8,12,5,True,7,0.7352941176470589,0.8529411764705882,-0.11764705882352933,-4.85857725826484,Random Forest,seed,Masculino
2025,137,1163,1328,67,59,8,8,9,True,-1,0.696969696969697,0.6060606060606061,0.09090909090909094,0.8611011593579557,Random Forest,seed,Masculino
2025,137,1181,1291,93,49,44,1,16,True,-15,0.9117647058823529,0.6363636363636364,0.27540106951871657,26.4864666743611,Random Forest,seed,Masculino
2025,137,1196,1313,95,69,26,1,16,True,-15,0.8823529411764706,0.6774193548387096,0.20493358633776093,26.4864666743611,Random Forest,seed,Masculino
2025,137,1228,1462,86,73,13,6,11,True,-5,0.6363636363636364,0.65625,-0.019886363636363646,4.400456656705314,Random Forest,seed,Masculino
2025,137,1235,1252,82,55,27,3,14,True,-11,0.7272727272727273,0.71875,0.008522727272727293,11.226120954653863,Random Forest,seed,Masculino
2025,137,1246,1407,76,57,19,3,14,True,-11,0.6666666666666666,0.6774193548387096,-0.010752688172043001,11.226120954653863,Random Forest,seed,Masculino
2025,137,1213,1268,49,81,-32,13,4,True,9,0.78125,0.7575757575757576,0.02367424242424243,-10.19533734057784,Random Forest,seed,Masculino
2025,137,1136,1277,62,87,-25,15,2,True,13,0.65625,0.8181818181818182,-0.16193181818181823,-17.241257881841282,Random Forest,seed,Masculino
2025,137,1279,1314,71,64,7,6,11,True,-5,0.6666666666666666,0.6285714285714286,0.03809523809523807,4.400456656705314,Random Forest,seed,Masculino
2025,137,1266,1307,66,75,-9,7,10,True,-3,0.696969696969697,0.78125,-0.08428030303030298,2.7619795546715467,Random Forest,seed,Masculino
2025,137,1251,1332,52,81,-29,12,5,True,7,0.8064516129032258,0.7272727272727273,0.07917888563049846,-4.85857725826484,Random Forest,seed,Masculino
2025,137,1388,1435,59,56,3,7,10,True,-3,0.84375,0.625,0.21875,2.7619795546715467,Random Forest,seed,Masculino
2025,138,1116,1385,75,66,9,10,2,True,8,0.6060606060606061,0.8823529411764706,-0.2762923351158645,-7.168194455491394,Random Forest,seed,Masculino
2025,138,1120,1166,82,70,12,1,9,True,-8,0.8484848484848485,0.7058823529411765,0.142602495543672,8.554994739130564,Random Forest,seed,Masculino
2025,138,1140,1458,91,89,2,6,3,True,3,0.7272727272727273,0.7428571428571429,-0.01558441558441559,-3.940415849761373,Random Forest,seed,Masculino
2025,138,1211,1222,76,81,-5,8,1,True,7,0.7575757575757576,0.8823529411764706,-0.124777183600713,-4.85857725826484,Random Forest,seed,Masculino
2025,138,1276,1401,91,79,12,5,4,True,1,0.7352941176470589,0.6875,0.047794117647058876,-1.473218039909454,Random Forest,seed,Masculino
2025,138,1270,1345,62,76,-14,12,4,True,8,0.8064516129032258,0.6666666666666666,0.13978494623655913,-7.168194455491394,Random Forest,seed,Masculino
2025,138,1397,1417,67,58,9,2,7,True,-5,0.7941176470588235,0.6875,0.10661764705882348,4.400456656705314,Random Forest,seed,Masculino
2025,138,1179,1403,64,77,-13,11,3,True,8,0.9032258064516129,0.7575757575757576,0.1456500488758553,-7.168194455491394,Random Forest,seed,Masculino
2025,139,1104,1388,80,66,14,2,7,True,-5,0.7575757575757576,0.84375,-0.08617424242424243,4.400456656705314,Random Forest,seed,Masculino
2025,139,1112,1332,87,83,4,4,5,True,-1,0.6470588235294118,0.7272727272727273,-0.0802139037433155,0.8611011593579557,Random Forest,seed,Masculino
2025,139,1124,1181,66,89,-23,9,1,True,8,0.5625,0.9117647058823529,-0.3492647058823529,-7.168194455491394,Random Forest,seed,Masculino
2025,139,1163,1196,75,77,-2,8,1,True,7,0.696969696969697,0.8823529411764706,-0.18538324420677355,-4.85857725826484,Random Forest,seed,Masculino
2025,139,1228,1246,75,84,-9,6,3,True,3,0.6363636363636364,0.6666666666666666,-0.030303030303030276,-3.940415849761373,Random Forest,seed,Masculino
2025,139,1161,1268,71,72,-1,12,4,True,8,0.7352941176470589,0.7575757575757576,-0.022281639928698693,-7.168194455491394,Random Forest,seed,Masculino
2025,139,1277,1307,71,63,8,2,10,True,-8,0.8181818181818182,0.78125,0.03693181818181823,8.554994739130564,Random Forest,seed,Masculino
2025,139,1235,1279,78,91,-13,3,6,True,-3,0.7272727272727273,0.6666666666666666,0.06060606060606066,2.7619795546715467,Random Forest,seed,Masculino
2025,143,1104,1140,113,88,25,2,6,True,-4,0.7575757575757576,0.7272727272727273,0.030303030303030276,5.849775195530132,Random Forest,seed,Masculino
2025,143,1112,1181,93,100,-7,4,1,True,3,0.6470588235294118,0.9117647058823529,-0.2647058823529411,-3.940415849761373,Random Forest,seed,Masculino
2025,143,1196,1268,87,71,16,1,4,True,-3,0.8823529411764706,0.7575757575757576,0.124777183600713,2.7619795546715467,Random Forest,seed,Masculino
2025,143,1116,1403,83,85,-2,10,3,True,7,0.6060606060606061,0.7575757575757576,-0.1515151515151515,-4.85857725826484,Random Forest,seed,Masculino
2025,144,1120,1276,78,65,13,1,5,True,-4,0.8484848484848485,0.7352941176470589,0.11319073083778963,5.849775195530132,Random Forest,seed,Masculino
2025,144,1222,1345,62,60,2,1,4,True,-3,0.8823529411764706,0.6666666666666666,0.21568627450980393,2.7619795546715467,Random Forest,seed,Masculino
2025,144,1277,1279,73,70,3,2,6,True,-4,0.8181818181818182,0.6666666666666666,0.1515151515151516,5.849775195530132,Random Forest,seed,Masculino
2025,144,1246,1397,65,78,-13,3,2,True,1,0.6666666666666666,0.7941176470588235,-0.12745098039215685,-1.473218039909454,Random Forest,seed,Masculino
2025,145,1104,1181,65,85,-20,2,1,True,1,0.7575757575757576,0.9117647058823529,-0.15418894830659535,-1.473218039909454,Random Forest,seed,Masculino
2025,145,1196,1403,84,79,5,1,3,True,-2,0.8823529411764706,0.7575757575757576,0.124777183600713,1.8556396994417377,Random Forest,seed,Masculino
2025,146,1120,1277,70,64,6,1,2,True,-1,0.8484848484848485,0.8181818181818182,0.030303030303030276,0.8611011593579557,Random Forest,seed,Masculino
2025,146,1222,1397,69,50,19,1,2,True,-1,0.8823529411764706,0.7941176470588235,0.08823529411764708,0.8611011593579557,Random Forest,seed,Masculino
2025,152,1120,1196,73,79,-6,1,1,True,0,0.8484848484848485,0.8823529411764706,-0.033868092691622054,-0.014425437639658468,Random Forest,seed,Masculino
2025,152,1181,1222,67,70,-3,1,1,True,0,0.9117647058823529,0.8823529411764706,0.02941176470588236,-0.014425437639658468,Random Forest,seed,Masculino
2025,154,1196,1222,65,63,2,1,1,True,0,0.8823529411764706,0.8823529411764706,0.0,-0.014425437639658468,Random Forest,seed,Masculino
2025,135,3235,3343,68,63,5,11,11,True,0,0.6666666666666666,0.75,-0.08333333333333337,2.8287391663492376,Random Forest,seed,Feminino
2025,135,3380,3471,68,56,12,16,16,True,0,0.5625,0.5454545454545454,0.017045454545454586,2.8287391663492376,Random Forest,seed,Feminino
2025,136,3162,3449,63,60,3,11,11,True,0,0.7931034482758621,0.59375,0.1993534482758621,2.8287391663492376,Random Forest,seed,Feminino
2025,136,3219,3456,63,69,-6,16,16,True,0,0.6333333333333333,0.4375,0.1958333333333333,2.8287391663492376,Random Forest,seed,Feminino
2025,137,3124,3213,73,60,13,4,13,True,-9,0.7941176470588235,0.9375,-0.14338235294117652,15.331951600017208,Random Forest,seed,Feminino
2025,137,3181,3250,86,25,61,2,15,True,-13,0.7878787878787878,0.8125,-0.024621212121212155,29.705023843621415,Random Forest,seed,Feminino
2025,137,3231,3428,76,68,8,9,8,True,1,0.6129032258064516,0.7333333333333333,-0.12043010752688166,-0.9391699361663014,Random Forest,seed,Feminino
2025,137,3193,3243,41,85,-44,12,5,True,7,0.8709677419354839,0.7878787878787878,0.08308895405669603,-10.286755412808725,Random Forest,seed,Feminino
2025,137,3246,3251,79,78,1,4,13,True,-9,0.7586206896551724,0.8,-0.04137931034482767,15.331951600017208,Random Forest,seed,Feminino
2025,137,3257,3304,63,58,5,7,10,True,-3,0.6774193548387096,0.65625,0.02116935483870963,7.693099746475976,Random Forest,seed,Feminino
2025,137,3235,3276,74,80,-6,11,6,True,5,0.6666666666666666,0.6875,-0.02083333333333337,-6.387691446528619,Random Forest,seed,Feminino
2025,137,3123,3279,65,83,-18,12,5,True,7,0.7878787878787878,0.6666666666666666,0.12121212121212122,-10.286755412808725,Random Forest,seed,Feminino
2025,137,3323,3372,106,54,52,3,14,True,-11,0.8387096774193549,0.84375,-0.005040322580645129,21.537422703212236,Random Forest,seed,Feminino
2025,137,3286,3326,51,71,-20,13,4,True,9,0.9032258064516129,0.8,0.10322580645161283,-17.664827013592177,Random Forest,seed,Feminino
2025,137,3332,3435,77,73,4,10,7,True,3,0.6333333333333333,0.6875,-0.054166666666666696,-5.198662478886405,Random Forest,seed,Feminino
2025,137,3210,3350,49,74,-25,9,8,True,1,0.6875,0.8181818181818182,-0.13068181818181823,-0.9391699361663014,Random Forest,seed,Feminino
2025,137,3376,3399,108,48,60,1,16,True,-15,0.9090909090909091,0.8275862068965517,0.08150470219435735,44.17400907163295,Random Forest,seed,Feminino
2025,137,3192,3395,51,73,-22,15,2,True,13,0.9,0.9117647058823529,-0.0117647058823529,-27.581013416365355,Random Forest,seed,Feminino
2025,137,3378,3397,66,101,-35,12,5,True,7,0.696969696969697,0.7096774193548387,-0.012707722385141729,-10.286755412808725,Random Forest,seed,Feminino
2025,137,3380,3417,46,84,-38,16,1,True,15,0.5625,0.9375,-0.375,-34.753540538321886,Random Forest,seed,Feminino
2025,138,3104,3453,81,67,14,5,12,True,-7,0.7419354838709677,0.84375,-0.10181451612903225,13.99908095366099,Random Forest,seed,Feminino
2025,138,3117,3163,34,103,-69,15,2,True,13,0.6666666666666666,0.9117647058823529,-0.2450980392156863,-27.581013416365355,Random Forest,seed,Feminino
2025,138,3199,3206,94,59,35,6,11,True,-5,0.7419354838709677,0.8387096774193549,-0.09677419354838712,8.561819665078964,Random Forest,seed,Feminino
2025,138,3166,3228,57,66,-9,9,8,True,1,0.8125,0.7,0.11250000000000004,-0.9391699361663014,Random Forest,seed,Feminino
2025,138,3234,3293,92,57,35,6,11,True,-5,0.6875,0.78125,-0.09375,8.561819665078964,Random Forest,seed,Feminino
2025,138,3261,3361,103,48,55,3,14,True,-11,0.8484848484848485,0.71875,0.1297348484848485,21.537422703212236,Random Forest,seed,Feminino
2025,138,3268,3313,82,69,13,4,13,True,-9,0.7666666666666667,0.875,-0.10833333333333328,15.331951600017208,Random Forest,seed,Feminino
2025,138,3217,3277,50,64,-14,10,7,True,3,0.8571428571428571,0.7,0.15714285714285714,-5.198662478886405,Random Forest,seed,Feminino
2025,138,3143,3280,46,59,-13,8,9,True,-1,0.7575757575757576,0.65625,0.10132575757575757,4.1411433500151675,Random Forest,seed,Feminino
2025,138,3301,3436,75,55,20,2,15,True,-13,0.8125,0.65625,0.15625,29.705023843621415,Random Forest,seed,Feminino
2025,138,3314,3333,70,49,21,3,14,True,-11,0.7941176470588235,0.5454545454545454,0.24866310160427807,21.537422703212236,Random Forest,seed,Feminino
